measurement_id,sensor_id,timestamp,sensor_type,value,location_id
1610,L_3,2025-06-13 22:47:04.632807,Light,592.0,GH_3
1611,SM_3,2025-06-13 22:47:07.636779,Soil_Moisture,27.5,GH_3
1612,L_2,2025-06-13 22:47:10.638883,Light,726.0,GH_2
1613,T_3,2025-06-13 22:47:13.644134,Temperature,20.19,GH_3
1614,H_1,2025-06-13 22:47:16.653535,Humidity,26.4,GH_1
1615,L_1,2025-06-13 22:47:19.655712,Light,1365.0,GH_1
1616,L_1,2025-06-13 22:47:22.663171,Light,841.0,GH_1
1617,H_3,2025-06-13 22:47:25.676024,Humidity,70.6,GH_3
1618,H_3,2025-06-13 22:47:28.686135,Humidity,63.5,GH_3
1619,CO2_1,2025-06-13 22:47:31.696869,CO2,423.0,GH_1
1620,CO2_3,2025-06-13 22:47:34.711844,CO2,1129.0,GH_3
1621,L_2,2025-06-13 22:47:37.722333,Light,102.0,GH_2
1622,H_1,2025-06-13 22:47:40.733350,Humidity,37.3,GH_1
1623,SM_2,2025-06-13 22:47:43.737760,Soil_Moisture,95.5,GH_2
1624,CO2_1,2025-06-13 22:47:46.745732,CO2,1536.0,GH_1
1625,SM_2,2025-06-13 22:47:49.758086,Soil_Moisture,35.3,GH_2
1626,H_2,2025-06-13 22:47:52.761240,Humidity,33.5,GH_2
1627,PH_2,2025-06-13 22:47:55.768117,Soil_pH,9.0,GH_2
1628,H_1,2025-06-13 22:47:58.779797,Humidity,91.2,GH_1
1629,SM_2,2025-06-13 22:48:01.783624,Soil_Moisture,23.3,GH_2
1630,L_3,2025-06-13 22:48:04.793850,Light,486.0,GH_3
1631,L_1,2025-06-13 22:48:07.799201,Light,664.0,GH_1
1632,H_1,2025-06-13 22:48:10.811873,Humidity,41.4,GH_1
1633,H_3,2025-06-13 22:48:13.821898,Humidity,35.3,GH_3
1634,T_1,2025-06-13 22:48:16.831063,Temperature,30.89,GH_1
1635,SM_3,2025-06-13 22:48:19.831401,Soil_Moisture,46.8,GH_3
1636,H_1,2025-06-13 22:48:22.846159,Humidity,50.1,GH_1
1637,SM_2,2025-06-13 22:48:25.854246,Soil_Moisture,93.0,GH_2
1638,H_3,2025-06-13 22:48:28.865157,Humidity,59.5,GH_3
1639,L_3,2025-06-13 22:48:31.878102,Light,925.0,GH_3
1640,PH_2,2025-06-13 22:48:34.878873,Soil_pH,7.5,GH_2
1641,CO2_1,2025-06-13 22:48:37.888898,CO2,1067.0,GH_1
1642,SM_1,2025-06-13 22:48:40.904548,Soil_Moisture,80.4,GH_1
1643,CO2_3,2025-06-13 22:48:43.910602,CO2,1096.0,GH_3
1644,CO2_3,2025-06-13 22:48:46.915120,CO2,1715.0,GH_3
1645,T_2,2025-06-13 22:48:49.920111,Temperature,29.94,GH_2
1646,SM_1,2025-06-13 22:48:52.921446,Soil_Moisture,39.3,GH_1
1647,T_3,2025-06-13 22:48:55.928505,Temperature,33.0,GH_3
1648,SM_2,2025-06-13 22:48:58.929819,Soil_Moisture,27.7,GH_2
1649,T_3,2025-06-13 22:49:01.931881,Temperature,35.02,GH_3
1650,L_2,2025-06-13 22:49:04.933833,Light,347.0,GH_2
1651,CO2_3,2025-06-13 22:49:07.936440,CO2,1405.0,GH_3
1652,H_1,2025-06-13 22:49:10.948873,Humidity,63.2,GH_1
1653,L_1,2025-06-13 22:49:13.951107,Light,1203.0,GH_1
1654,CO2_1,2025-06-13 22:49:16.955587,CO2,1619.0,GH_1
1655,SM_1,2025-06-13 22:49:19.957854,Soil_Moisture,87.1,GH_1
1656,L_3,2025-06-13 22:49:22.962404,Light,732.0,GH_3
1657,PH_1,2025-06-13 22:49:25.969428,Soil_pH,4.2,GH_1
1658,H_2,2025-06-13 22:49:28.983810,Humidity,24.1,GH_2
1659,L_2,2025-06-13 22:49:31.985334,Light,731.0,GH_2
1660,H_3,2025-06-13 22:49:34.998930,Humidity,56.8,GH_3
1661,CO2_3,2025-06-13 22:49:38.001162,CO2,1672.0,GH_3
1662,CO2_3,2025-06-13 22:49:41.007871,CO2,1629.0,GH_3
1663,PH_1,2025-06-13 22:49:44.021537,Soil_pH,8.9,GH_1
1664,L_1,2025-06-13 22:49:47.026479,Light,1079.0,GH_1
1665,L_2,2025-06-13 22:49:50.034797,Light,742.0,GH_2
1666,T_1,2025-06-13 22:49:53.044229,Temperature,37.51,GH_1
1667,PH_2,2025-06-13 22:49:56.046940,Soil_pH,4.1,GH_2
1668,T_2,2025-06-13 22:49:59.059928,Temperature,30.35,GH_2
1669,H_2,2025-06-13 22:50:02.073513,Humidity,23.4,GH_2
1670,PH_2,2025-06-13 22:50:05.086476,Soil_pH,4.9,GH_2
1671,SM_1,2025-06-13 22:50:08.091126,Soil_Moisture,50.6,GH_1
1672,L_2,2025-06-13 22:50:11.094951,Light,524.0,GH_2
1673,SM_2,2025-06-13 22:50:14.108089,Soil_Moisture,25.0,GH_2
1674,CO2_2,2025-06-13 22:50:17.113875,CO2,1293.0,GH_2
1675,T_1,2025-06-13 22:50:20.114766,Temperature,41.96,GH_1
1676,CO2_3,2025-06-13 22:50:23.126505,CO2,802.0,GH_3
1677,CO2_1,2025-06-13 22:50:26.136928,CO2,1371.0,GH_1
1678,T_3,2025-06-13 22:50:29.137829,Temperature,36.14,GH_3
1679,T_3,2025-06-13 22:50:32.143970,Temperature,36.59,GH_3
1680,H_2,2025-06-13 22:50:35.155288,Humidity,57.4,GH_2
1681,L_1,2025-06-13 22:50:38.169686,Light,874.0,GH_1
1682,SM_2,2025-06-13 22:50:41.183502,Soil_Moisture,90.6,GH_2
1683,PH_3,2025-06-13 22:50:44.193974,Soil_pH,8.6,GH_3
1684,CO2_1,2025-06-13 22:50:47.201025,CO2,1097.0,GH_1
1685,SM_2,2025-06-13 22:50:50.203836,Soil_Moisture,85.9,GH_2
1686,L_1,2025-06-13 22:50:53.218842,Light,1359.0,GH_1
1687,T_1,2025-06-13 22:50:56.224158,Temperature,35.15,GH_1
1688,T_3,2025-06-13 22:50:59.226459,Temperature,28.54,GH_3
1689,L_3,2025-06-13 22:51:02.231316,Light,956.0,GH_3
1690,PH_1,2025-06-13 22:51:05.231793,Soil_pH,8.9,GH_1
1691,T_2,2025-06-13 22:51:08.235622,Temperature,27.31,GH_2
1692,CO2_3,2025-06-13 22:51:11.246280,CO2,734.0,GH_3
1693,L_2,2025-06-13 22:51:14.259581,Light,533.0,GH_2
1694,PH_3,2025-06-13 22:51:17.259848,Soil_pH,5.0,GH_3
1695,T_1,2025-06-13 22:51:20.261647,Temperature,21.84,GH_1
1696,H_3,2025-06-13 22:51:23.275156,Humidity,44.0,GH_3
1697,H_1,2025-06-13 22:51:26.289193,Humidity,57.6,GH_1
1698,CO2_1,2025-06-13 22:51:29.301999,CO2,748.0,GH_1
1699,L_3,2025-06-13 22:51:32.308017,Light,773.0,GH_3
1700,CO2_1,2025-06-13 22:51:35.310301,CO2,1787.0,GH_1
1701,H_1,2025-06-13 22:51:38.323232,Humidity,77.0,GH_1
1702,H_3,2025-06-13 22:51:41.326761,Humidity,50.1,GH_3
1703,SM_1,2025-06-13 22:51:44.332289,Soil_Moisture,80.7,GH_1
1704,L_1,2025-06-13 22:51:47.343814,Light,544.0,GH_1
1705,SM_3,2025-06-13 22:51:50.345129,Soil_Moisture,83.8,GH_3
1706,L_2,2025-06-13 22:51:53.355016,Light,834.0,GH_2
1707,H_3,2025-06-13 22:51:56.366300,Humidity,40.3,GH_3
1708,PH_2,2025-06-13 22:51:59.366421,Soil_pH,3.0,GH_2
1709,H_1,2025-06-13 22:52:02.377642,Humidity,23.6,GH_1
1710,T_2,2025-06-13 22:52:05.378786,Temperature,39.19,GH_2
2032,L_1,2025-06-17 00:30:11.504071,Light,269.0,GH_1
1711,PH_3,2025-06-13 22:52:08.390966,Soil_pH,6.3,GH_3
1712,H_3,2025-06-13 22:52:11.399438,Humidity,47.6,GH_3
1713,H_2,2025-06-13 22:52:14.408062,Humidity,73.0,GH_2
1714,PH_1,2025-06-13 22:52:17.414120,Soil_pH,7.4,GH_1
1715,SM_2,2025-06-13 22:52:20.423582,Soil_Moisture,97.9,GH_2
1716,T_2,2025-06-13 22:52:23.425069,Temperature,41.64,GH_2
1717,T_1,2025-06-13 22:52:26.433815,Temperature,38.08,GH_1
1718,PH_1,2025-06-13 22:52:29.440247,Soil_pH,4.3,GH_1
1719,CO2_3,2025-06-13 22:52:32.443357,CO2,1170.0,GH_3
1720,L_1,2025-06-13 22:52:35.444376,Light,1190.0,GH_1
1721,PH_1,2025-06-13 22:52:38.455859,Soil_pH,9.1,GH_1
1722,PH_1,2025-06-13 22:52:41.464322,Soil_pH,8.7,GH_1
1723,PH_3,2025-06-13 22:52:44.476548,Soil_pH,4.5,GH_3
1724,L_3,2025-06-13 22:52:47.482654,Light,820.0,GH_3
1725,CO2_2,2025-06-13 22:52:50.491075,CO2,1770.0,GH_2
1726,PH_1,2025-06-13 22:52:53.496472,Soil_pH,6.5,GH_1
1727,SM_2,2025-06-13 22:52:56.506316,Soil_Moisture,96.0,GH_2
1728,CO2_2,2025-06-13 22:52:59.518489,CO2,1512.0,GH_2
1729,SM_2,2025-06-13 22:53:02.525499,Soil_Moisture,24.6,GH_2
1730,SM_2,2025-06-13 22:53:05.536320,Soil_Moisture,29.6,GH_2
1731,T_3,2025-06-13 22:53:08.548890,Temperature,39.3,GH_3
1732,L_2,2025-06-13 22:53:11.555039,Light,386.0,GH_2
1733,CO2_3,2025-06-13 22:53:14.563496,CO2,622.0,GH_3
1734,L_2,2025-06-13 22:53:17.576153,Light,928.0,GH_2
1735,PH_2,2025-06-13 22:53:20.587105,Soil_pH,4.2,GH_2
1736,PH_2,2025-06-13 22:53:23.597235,Soil_pH,6.7,GH_2
1737,T_2,2025-06-13 22:53:26.598538,Temperature,39.51,GH_2
1738,SM_2,2025-06-13 22:53:29.614383,Soil_Moisture,30.0,GH_2
1739,H_3,2025-06-13 22:53:32.628495,Humidity,81.4,GH_3
1740,L_3,2025-06-13 22:53:35.641787,Light,624.0,GH_3
1741,L_3,2025-06-13 22:53:38.654607,Light,373.0,GH_3
1742,PH_2,2025-06-13 22:53:41.664109,Soil_pH,8.0,GH_2
1743,CO2_3,2025-06-13 22:53:44.666996,CO2,869.0,GH_3
1744,H_2,2025-06-13 22:53:47.680697,Humidity,76.2,GH_2
1745,H_2,2025-06-13 22:53:50.687891,Humidity,29.9,GH_2
1746,PH_2,2025-06-13 22:53:53.697558,Soil_pH,9.5,GH_2
1747,CO2_3,2025-06-13 22:53:56.707792,CO2,1078.0,GH_3
1748,SM_2,2025-06-13 22:53:59.712856,Soil_Moisture,48.5,GH_2
1749,SM_3,2025-06-13 22:54:02.717113,Soil_Moisture,99.3,GH_3
1750,T_3,2025-06-13 22:54:05.732544,Temperature,23.7,GH_3
1751,H_2,2025-06-13 22:54:08.738685,Humidity,66.4,GH_2
1752,SM_3,2025-06-13 22:54:11.752914,Soil_Moisture,57.8,GH_3
1753,H_3,2025-06-13 22:54:14.753842,Humidity,91.5,GH_3
1754,L_3,2025-06-13 22:54:17.764649,Light,434.0,GH_3
1755,PH_2,2025-06-13 22:54:20.777228,Soil_pH,3.8,GH_2
1756,PH_1,2025-06-13 22:54:23.784682,Soil_pH,10.0,GH_1
1757,PH_1,2025-06-13 22:54:26.785895,Soil_pH,4.0,GH_1
1758,PH_3,2025-06-13 22:54:29.800916,Soil_pH,3.6,GH_3
1759,SM_1,2025-06-13 22:54:32.807816,Soil_Moisture,22.4,GH_1
1760,T_2,2025-06-13 22:54:35.818382,Temperature,31.11,GH_2
1761,PH_3,2025-06-13 22:54:38.828085,Soil_pH,3.3,GH_3
1762,T_3,2025-06-13 22:54:41.834626,Temperature,35.87,GH_3
1763,CO2_3,2025-06-13 22:54:44.848529,CO2,1364.0,GH_3
1764,T_1,2025-06-13 22:54:47.850807,Temperature,34.04,GH_1
1765,L_2,2025-06-13 22:54:50.863013,Light,1330.0,GH_2
1766,PH_3,2025-06-13 22:54:53.872864,Soil_pH,6.2,GH_3
1767,L_1,2025-06-13 22:54:56.876849,Light,818.0,GH_1
1768,PH_1,2025-06-13 22:54:59.884948,Soil_pH,4.7,GH_1
1769,CO2_2,2025-06-13 22:55:02.892491,CO2,1721.0,GH_2
1770,CO2_1,2025-06-13 22:55:05.898545,CO2,1100.0,GH_1
1771,SM_1,2025-06-13 22:55:08.914875,Soil_Moisture,34.6,GH_1
1772,PH_1,2025-06-13 22:55:11.923303,Soil_pH,9.0,GH_1
1773,L_1,2025-06-13 22:55:14.930194,Light,80.0,GH_1
1774,T_1,2025-06-13 22:55:17.930329,Temperature,26.68,GH_1
1775,PH_2,2025-06-13 22:55:20.940832,Soil_pH,3.6,GH_2
1776,CO2_1,2025-06-13 22:55:23.953884,CO2,1319.0,GH_1
1777,PH_3,2025-06-13 22:55:26.954080,Soil_pH,9.1,GH_3
1778,PH_1,2025-06-13 22:55:29.962833,Soil_pH,5.8,GH_1
1779,SM_1,2025-06-13 22:55:32.978589,Soil_Moisture,94.4,GH_1
1780,CO2_2,2025-06-13 22:55:35.993517,CO2,479.0,GH_2
1781,H_2,2025-06-13 22:55:39.004461,Humidity,79.8,GH_2
1782,H_2,2025-06-13 22:55:42.016921,Humidity,69.8,GH_2
1783,T_1,2025-06-13 22:55:45.024625,Temperature,38.39,GH_1
1784,PH_3,2025-06-13 22:55:48.030258,Soil_pH,6.4,GH_3
1785,H_2,2025-06-13 22:55:51.032480,Humidity,95.5,GH_2
1786,H_1,2025-06-13 22:55:54.035844,Humidity,41.9,GH_1
1787,L_3,2025-06-13 22:55:57.049183,Light,96.0,GH_3
1788,CO2_3,2025-06-13 22:56:00.063878,CO2,683.0,GH_3
1789,H_2,2025-06-13 22:56:03.077120,Humidity,80.1,GH_2
1790,L_3,2025-06-13 22:56:06.087472,Light,237.0,GH_3
1791,T_1,2025-06-13 22:56:09.098814,Temperature,32.19,GH_1
1792,SM_2,2025-06-13 22:56:12.112191,Soil_Moisture,69.4,GH_2
1793,SM_2,2025-06-13 22:56:15.128063,Soil_Moisture,43.0,GH_2
1794,H_1,2025-06-13 22:56:18.138241,Humidity,57.5,GH_1
1795,SM_1,2025-06-13 22:56:21.144963,Soil_Moisture,27.6,GH_1
1796,H_3,2025-06-13 22:56:24.148516,Humidity,22.3,GH_3
1797,H_3,2025-06-13 22:56:27.153135,Humidity,47.9,GH_3
1798,PH_3,2025-06-13 22:56:30.166511,Soil_pH,6.3,GH_3
1799,H_1,2025-06-13 22:56:33.177110,Humidity,38.7,GH_1
1800,CO2_1,2025-06-13 22:56:36.187348,CO2,1367.0,GH_1
1801,H_1,2025-06-13 22:56:39.197783,Humidity,37.6,GH_1
1802,L_1,2025-06-13 22:56:42.205823,Light,1333.0,GH_1
1803,SM_2,2025-06-13 22:56:45.205921,Soil_Moisture,33.6,GH_2
1804,H_3,2025-06-13 22:56:48.206459,Humidity,20.0,GH_3
1805,T_1,2025-06-13 22:56:51.215503,Temperature,34.52,GH_1
1806,PH_2,2025-06-13 22:56:54.220692,Soil_pH,7.6,GH_2
1807,PH_3,2025-06-13 22:56:57.231829,Soil_pH,8.5,GH_3
1808,SM_3,2025-06-13 22:57:00.237830,Soil_Moisture,49.9,GH_3
1809,H_3,2025-06-13 22:57:03.241040,Humidity,47.6,GH_3
1810,L_3,2025-06-13 22:57:06.251744,Light,1159.0,GH_3
1811,SM_2,2025-06-13 22:57:09.255255,Soil_Moisture,45.6,GH_2
1812,SM_1,2025-06-13 22:57:12.257345,Soil_Moisture,21.6,GH_1
1813,CO2_2,2025-06-13 22:57:15.271532,CO2,878.0,GH_2
1814,L_3,2025-06-13 22:57:18.287148,Light,1294.0,GH_3
1815,T_1,2025-06-13 22:57:21.292958,Temperature,33.15,GH_1
1816,CO2_3,2025-06-13 23:11:33.368743,CO2,1496.0,GH_3
1817,H_3,2025-06-13 23:11:36.380246,Humidity,75.9,GH_3
1819,H_3,2025-06-13 23:11:42.398992,Humidity,98.2,GH_3
1820,SM_2,2025-06-13 23:11:45.404640,Soil_Moisture,25.6,GH_2
1821,PH_3,2025-06-13 23:11:48.406066,Soil_pH,4.6,GH_3
1822,H_3,2025-06-13 23:11:51.419883,Humidity,72.1,GH_3
1823,H_3,2025-06-13 23:11:54.424551,Humidity,97.4,GH_3
1824,T_1,2025-06-13 23:11:57.434806,Temperature,22.81,GH_1
1825,CO2_1,2025-06-13 23:12:00.440075,CO2,734.0,GH_1
1826,SM_3,2025-06-13 23:12:03.450230,Soil_Moisture,98.9,GH_3
1827,PH_2,2025-06-13 23:12:06.453772,Soil_pH,8.9,GH_2
1828,T_1,2025-06-13 23:12:09.468848,Temperature,23.92,GH_1
1829,H_3,2025-06-13 23:12:12.479072,Humidity,55.1,GH_3
1830,T_3,2025-06-14 09:14:33.110478,Temperature,35.69,GH_3
1831,PH_3,2025-06-14 09:14:36.113971,Soil_pH,4.4,GH_3
1832,CO2_1,2025-06-14 09:14:39.114873,CO2,1384.0,GH_1
1833,SM_3,2025-06-14 09:14:42.124164,Soil_Moisture,95.5,GH_3
1834,H_3,2025-06-14 09:14:45.127114,Humidity,47.0,GH_3
1835,T_2,2025-06-14 09:14:48.134511,Temperature,41.69,GH_2
1836,SM_2,2025-06-14 09:14:51.139779,Soil_Moisture,30.4,GH_2
1837,CO2_3,2025-06-14 09:14:54.139835,CO2,1602.0,GH_3
1838,T_3,2025-06-14 09:14:57.146170,Temperature,22.96,GH_3
1839,T_2,2025-06-14 09:15:00.147046,Temperature,23.36,GH_2
1840,H_2,2025-06-14 09:15:03.149552,Humidity,54.6,GH_2
1841,CO2_3,2025-06-14 09:15:06.155239,CO2,547.0,GH_3
1842,T_1,2025-06-14 09:15:09.160598,Temperature,41.15,GH_1
1843,T_3,2025-06-14 09:15:12.173103,Temperature,37.25,GH_3
1844,H_1,2025-06-14 09:15:15.184512,Humidity,55.7,GH_1
1845,T_3,2025-06-14 09:15:18.195463,Temperature,22.09,GH_3
1846,CO2_1,2025-06-14 09:15:21.200356,CO2,624.0,GH_1
1847,L_1,2025-06-14 09:15:24.206779,Light,1100.0,GH_1
1848,H_2,2025-06-14 09:15:27.223292,Humidity,75.8,GH_2
1849,H_2,2025-06-14 09:15:30.224584,Humidity,69.7,GH_2
1850,L_3,2025-06-14 09:15:33.229056,Light,831.0,GH_3
1851,CO2_1,2025-06-14 09:15:36.239212,CO2,1729.0,GH_1
1852,L_1,2025-06-14 09:15:39.249835,Light,688.0,GH_1
1853,L_2,2025-06-14 09:15:42.255565,Light,1010.0,GH_2
1854,PH_1,2025-06-14 09:15:45.270658,Soil_pH,3.8,GH_1
1855,CO2_2,2025-06-14 09:15:48.271508,CO2,409.0,GH_2
1856,T_1,2025-06-14 09:15:51.274957,Temperature,35.87,GH_1
1857,PH_1,2025-06-14 09:15:54.275624,Soil_pH,4.3,GH_1
1858,SM_1,2025-06-14 09:15:57.279552,Soil_Moisture,44.6,GH_1
1859,H_1,2025-06-14 09:16:00.286594,Humidity,89.0,GH_1
1860,L_2,2025-06-14 09:16:03.302551,Light,85.0,GH_2
1861,L_2,2025-06-14 09:16:06.311692,Light,707.0,GH_2
1862,SM_1,2025-06-14 09:16:09.315115,Soil_Moisture,41.2,GH_1
1863,L_2,2025-06-14 09:16:12.326268,Light,440.0,GH_2
1864,CO2_1,2025-06-14 09:16:15.334186,CO2,800.0,GH_1
1865,SM_3,2025-06-14 09:16:18.341688,Soil_Moisture,83.3,GH_3
1866,PH_2,2025-06-14 09:16:21.355601,Soil_pH,8.8,GH_2
1867,PH_1,2025-06-14 09:16:24.366485,Soil_pH,8.5,GH_1
1868,T_1,2025-06-14 09:16:27.373367,Temperature,37.25,GH_1
1869,SM_3,2025-06-14 09:16:30.380335,Soil_Moisture,61.5,GH_3
1870,PH_3,2025-06-14 09:16:33.387207,Soil_pH,9.4,GH_3
1871,L_2,2025-06-14 09:16:36.391105,Light,570.0,GH_2
1872,H_1,2025-06-14 09:16:39.394362,Humidity,56.4,GH_1
1873,CO2_2,2025-06-14 09:16:42.397215,CO2,965.0,GH_2
1874,T_3,2025-06-14 09:16:45.410313,Temperature,41.66,GH_3
1875,SM_2,2025-06-14 09:16:48.423765,Soil_Moisture,25.2,GH_2
1876,SM_2,2025-06-14 09:16:51.431853,Soil_Moisture,84.0,GH_2
1877,H_1,2025-06-14 09:16:54.437647,Humidity,68.7,GH_1
1878,SM_2,2025-06-14 09:16:57.461665,Soil_Moisture,89.2,GH_2
1879,T_3,2025-06-14 09:17:00.471851,Temperature,34.96,GH_3
1880,L_1,2025-06-14 09:17:03.474309,Light,1168.0,GH_1
1881,CO2_2,2025-06-17 00:22:37.092229,CO2,1324.0,GH_2
1882,CO2_2,2025-06-17 00:22:40.098160,CO2,1793.0,GH_2
1883,L_2,2025-06-17 00:22:43.109646,Light,1199.0,GH_2
1884,CO2_3,2025-06-17 00:22:46.120464,CO2,1785.0,GH_3
1885,SM_3,2025-06-17 00:22:49.124620,Soil_Moisture,24.1,GH_3
1886,H_1,2025-06-17 00:22:52.127771,Humidity,85.1,GH_1
1887,CO2_1,2025-06-17 00:22:55.134751,CO2,1160.0,GH_1
1888,PH_3,2025-06-17 00:22:58.159492,Soil_pH,5.2,GH_3
1889,H_2,2025-06-17 00:23:01.164423,Humidity,73.1,GH_2
1890,L_2,2025-06-17 00:23:04.175131,Light,177.0,GH_2
1891,L_2,2025-06-17 00:23:07.176127,Light,739.0,GH_2
1892,CO2_1,2025-06-17 00:23:10.187521,CO2,1246.0,GH_1
1893,CO2_3,2025-06-17 00:23:13.195329,CO2,970.0,GH_3
1894,SM_1,2025-06-17 00:23:16.209528,Soil_Moisture,87.5,GH_1
1895,SM_2,2025-06-17 00:23:19.217047,Soil_Moisture,20.1,GH_2
1896,SM_3,2025-06-17 00:23:22.230589,Soil_Moisture,98.4,GH_3
1897,SM_1,2025-06-17 00:23:25.238621,Soil_Moisture,89.2,GH_1
1898,CO2_2,2025-06-17 00:23:28.251515,CO2,474.0,GH_2
1899,T_1,2025-06-17 00:23:31.267014,Temperature,27.43,GH_1
1900,L_1,2025-06-17 00:23:34.276475,Light,425.0,GH_1
1901,CO2_2,2025-06-17 00:23:37.290869,CO2,1158.0,GH_2
1902,H_3,2025-06-17 00:23:40.293790,Humidity,83.0,GH_3
1903,SM_2,2025-06-17 00:23:43.305175,Soil_Moisture,85.2,GH_2
1904,H_3,2025-06-17 00:23:46.328759,Humidity,25.9,GH_3
1905,PH_3,2025-06-17 00:23:49.343745,Soil_pH,5.1,GH_3
1906,CO2_1,2025-06-17 00:23:52.362496,CO2,1571.0,GH_1
1907,CO2_1,2025-06-17 00:23:55.368761,CO2,565.0,GH_1
1908,L_1,2025-06-17 00:23:58.392877,Light,607.0,GH_1
1909,SM_2,2025-06-17 00:24:01.401560,Soil_Moisture,28.0,GH_2
1910,H_2,2025-06-17 00:24:04.412764,Humidity,85.9,GH_2
1911,H_1,2025-06-17 00:24:07.426380,Humidity,57.4,GH_1
1912,CO2_1,2025-06-17 00:24:10.441893,CO2,1591.0,GH_1
1913,T_1,2025-06-17 00:24:13.454395,Temperature,20.96,GH_1
1914,SM_1,2025-06-17 00:24:16.465886,Soil_Moisture,78.3,GH_1
1915,CO2_2,2025-06-17 00:24:19.478044,CO2,444.0,GH_2
1916,L_2,2025-06-17 00:24:22.488758,Light,65.0,GH_2
1917,SM_3,2025-06-17 00:24:25.500273,Soil_Moisture,26.5,GH_3
1918,CO2_3,2025-06-17 00:24:28.501680,CO2,1439.0,GH_3
1919,L_1,2025-06-17 00:24:31.511417,Light,177.0,GH_1
1920,H_2,2025-06-17 00:24:34.521849,Humidity,60.2,GH_2
1921,H_3,2025-06-17 00:24:37.535861,Humidity,84.7,GH_3
1922,T_3,2025-06-17 00:24:40.545072,Temperature,30.71,GH_3
1923,SM_1,2025-06-17 00:24:43.549484,Soil_Moisture,89.4,GH_1
1924,SM_1,2025-06-17 00:24:46.554320,Soil_Moisture,94.2,GH_1
1925,SM_3,2025-06-17 00:24:49.561922,Soil_Moisture,43.5,GH_3
1926,T_3,2025-06-17 00:24:52.576608,Temperature,36.05,GH_3
1927,CO2_1,2025-06-17 00:24:55.586488,CO2,1071.0,GH_1
1928,SM_1,2025-06-17 00:24:58.597842,Soil_Moisture,38.0,GH_1
1929,T_2,2025-06-17 00:25:01.606192,Temperature,26.38,GH_2
1930,SM_2,2025-06-17 00:25:04.608564,Soil_Moisture,42.8,GH_2
1931,CO2_2,2025-06-17 00:25:07.612018,CO2,401.0,GH_2
1932,L_3,2025-06-17 00:25:10.624869,Light,1382.0,GH_3
1933,H_2,2025-06-17 00:25:13.634962,Humidity,52.7,GH_2
1934,SM_3,2025-06-17 00:25:16.649053,Soil_Moisture,93.0,GH_3
1935,CO2_3,2025-06-17 00:25:19.658929,CO2,729.0,GH_3
1936,PH_3,2025-06-17 00:25:22.664151,Soil_pH,6.9,GH_3
1937,SM_2,2025-06-17 00:25:25.668882,Soil_Moisture,52.5,GH_2
1938,CO2_1,2025-06-17 00:25:28.672725,CO2,1400.0,GH_1
1939,CO2_2,2025-06-17 00:25:31.686485,CO2,551.0,GH_2
1940,H_3,2025-06-17 00:25:34.699896,Humidity,76.9,GH_3
1941,L_3,2025-06-17 00:25:37.706485,Light,790.0,GH_3
1942,SM_1,2025-06-17 00:25:40.721093,Soil_Moisture,83.1,GH_1
1943,PH_2,2025-06-17 00:25:43.722600,Soil_pH,7.2,GH_2
1944,H_2,2025-06-17 00:25:46.727518,Humidity,50.1,GH_2
1945,CO2_1,2025-06-17 00:25:49.737858,CO2,437.0,GH_1
1946,L_1,2025-06-17 00:25:52.743710,Light,106.0,GH_1
1947,H_3,2025-06-17 00:25:55.754527,Humidity,90.1,GH_3
1948,H_1,2025-06-17 00:25:58.762747,Humidity,86.7,GH_1
1949,T_2,2025-06-17 00:26:01.773802,Temperature,27.93,GH_2
1950,SM_1,2025-06-17 00:26:04.773890,Soil_Moisture,86.0,GH_1
1951,H_1,2025-06-17 00:26:07.781666,Humidity,38.2,GH_1
1952,H_3,2025-06-17 00:26:10.785336,Humidity,58.6,GH_3
1953,CO2_1,2025-06-17 00:26:13.786827,CO2,823.0,GH_1
1954,L_3,2025-06-17 00:26:16.787829,Light,1332.0,GH_3
1955,CO2_1,2025-06-17 00:26:19.796841,CO2,1283.0,GH_1
1956,T_3,2025-06-17 00:26:22.799846,Temperature,29.03,GH_3
1957,T_2,2025-06-17 00:26:25.810923,Temperature,23.61,GH_2
1958,H_2,2025-06-17 00:26:28.826879,Humidity,93.3,GH_2
1959,T_3,2025-06-17 00:26:31.833081,Temperature,20.86,GH_3
1960,CO2_3,2025-06-17 00:26:34.843877,CO2,1234.0,GH_3
1961,SM_2,2025-06-17 00:26:37.858585,Soil_Moisture,65.0,GH_2
1962,T_2,2025-06-17 00:26:40.868846,Temperature,30.75,GH_2
1963,L_2,2025-06-17 00:26:43.877409,Light,1220.0,GH_2
1964,T_2,2025-06-17 00:26:46.885527,Temperature,30.76,GH_2
1965,PH_1,2025-06-17 00:26:49.902730,Soil_pH,8.5,GH_1
1966,L_1,2025-06-17 00:26:52.908146,Light,1035.0,GH_1
1967,H_2,2025-06-17 00:26:55.913610,Humidity,32.3,GH_2
1968,CO2_2,2025-06-17 00:26:58.928864,CO2,1745.0,GH_2
1969,L_3,2025-06-17 00:27:01.939482,Light,434.0,GH_3
1970,L_3,2025-06-17 00:27:04.945656,Light,188.0,GH_3
1971,PH_1,2025-06-17 00:27:07.949581,Soil_pH,6.8,GH_1
1972,H_2,2025-06-17 00:27:10.957568,Humidity,45.7,GH_2
1973,T_3,2025-06-17 00:27:13.966605,Temperature,33.57,GH_3
